종목코드,종목명,상장주식수,거래량,거래량(%),외국인순매수,외국인매수(%),거래대금,지분율,시가,고가,종가,등락률,PER,PBR,기관전체순매수,금융투자순매수,보험순매수,투신순매수,사모순매수,은행순매수,개인순매수,외국인기관순매수,외국인기관순매수금액
105560,KB금융,403511072.0,4539715.0,1.125053391347834,3670199,80.84646282861368,230192355220.0,72.1,51600.0,52100.0,51300.0,-2.1,4.68,0.41,-28125.0,-9158.0,-2146.0,4672.0,-7170.0,-2302.0,217637,3642074.0,186838396200.0
450080,에코프로머티,68985218.0,3096010.0,4.487932472721909,218666,7.0628324843912,721528314500.0,1.49,221000.0,240000.0,240000.0,8.84,816.33,44.22,158303.0,-92.0,4436.0,-2990.0,15971.0,,-383012,376969.0,90472560000.0
035420,NAVER,162408594.0,702562.0,0.43258917690033083,133491,19.000600658731898,162104581000.0,48.53,229500.0,233500.0,231000.0,0.65,46.14,1.52,-15880.0,-6068.0,1195.0,9610.0,13380.0,-804.0,-84288,117611.0,27168141000.0
012450,한화에어로스페이스,50630000.0,1096572.0,2.1658542366186055,175595,16.013084412149865,148732720700.0,32.38,130500.0,139400.0,136300.0,5.5,34.38,2.41,79193.0,26503.0,9690.0,17950.0,17802.0,154.0,-247247,254788.0,34727604400.0
005935,삼성전자우,822886700.0,1221561.0,0.14844826146783027,236921,19.394938116066246,73536043700.0,73.06,61200.0,61300.0,59900.0,-1.8,0.0,0.0,-259948.0,5325.0,-83697.0,-39527.0,-64392.0,-333.0,48587,-23027.0,-1379317300.0
014680,한솔케미칼,11335195.0,81694.0,0.7207110243802599,44310,54.2389893994663,17128140000.0,35.72,216000.0,216000.0,211000.0,-1.86,14.97,3.01,-28717.0,1776.0,-1394.0,-17026.0,2397.0,0.0,-12875,15593.0,3290123000.0
454910,두산로보틱스,64819980.0,1728941.0,2.667296410767174,92815,5.368315055285287,174746755300.0,1.54,101900.0,103300.0,102500.0,0.2,0.0,116.48,-73668.0,-6702.0,-5855.0,508.0,-14624.0,,-6294,19147.0,1962567500.0
003670,포스코퓨처엠,77463220.0,327992.0,0.42341642911306815,27039,8.24379862923486,105750000500.0,6.64,325500.0,329000.0,320500.0,-2.14,209.89,10.04,-8618.0,3585.0,-1405.0,-3367.0,2643.0,0.0,-13288,18421.0,5903930500.0
348370,엔켐,16502364.0,2998372.0,18.169348343061635,75900,2.5313736921235925,278506450500.0,5.56,91000.0,98600.0,88200.0,0.23,62.16,4.93,-510939.0,-287399.0,-1966.0,-6375.0,434.0,,386520,-435039.0,-38370439800.0
033780,KT&G,133822497.0,146659.0,0.10959218613294894,77688,52.97185989267621,13300662400.0,42.7,90600.0,90900.0,90900.0,0.33,10.71,1.13,-22394.0,-10880.0,529.0,-2630.0,0.0,148.0,-54384,55294.0,5026224600.0
028260,삼성물산,185591670.0,105297.0,0.05673584380161028,45449,43.16267320056602,13004276700.0,20.38,124200.0,124800.0,123800.0,-0.56,9.94,0.75,-39877.0,-10061.0,-1399.0,475.0,-12451.0,0.0,-6766,5572.0,689813600.0
