종목코드,종목명,상장주식수,거래량,거래량(%),외국인순매수,외국인매수(%),거래대금,지분율,시가,고가,종가,등락률,PER,PBR,기관전체순매수,금융투자순매수,보험순매수,투신순매수,사모순매수,은행순매수,개인순매수,외국인기관순매수,외국인기관순매수금액
000660,SK하이닉스,728002365.0,3050556.0,0.4190310563070767,337682,11.06952306399227,408810385400.0,53.0,131500.0,136800.0,136200.0,3.97,42.01,1.48,70188.0,-114837.0,21256.0,89666.0,-3596.0,5062.0,-411631,407870.0,55551894000.0
247540,에코프로비엠,97801344.0,1149526.0,1.1753683057770656,82989,7.219410435257663,337604740500.0,8.31,281000.0,302000.0,289000.0,2.48,100.31,20.7,147805.0,43085.0,6173.0,14057.0,67194.0,,-235923,230794.0,66699466000.0
248070,솔루엠,50005551.0,1223943.0,2.4476142658642037,429697,35.10759896498448,36558138150.0,19.81,28600.0,30300.0,30300.0,6.32,31.76,5.09,63744.0,-2225.0,-9992.0,35862.0,55428.0,,-482437,493441.0,14951262300.0
373220,LG에너지솔루션,234000000.0,190739.0,0.08151239316239316,28284,14.828640183706533,74689593000.0,4.8,390000.0,399000.0,390500.0,0.13,118.12,4.88,-35427.0,-9824.0,846.0,-19101.0,3086.0,,7070,-7143.0,-2789341500.0
090430,아모레퍼시픽,58492759.0,339855.0,0.5810206353918098,79444,23.37585146606641,43752415500.0,27.75,121100.0,131500.0,130600.0,7.67,67.01,1.59,8365.0,32481.0,1453.0,-4649.0,-147.0,0.0,-89884,87809.0,11467855400.0
065350,신성델타테크,27483948.0,1431312.0,5.207810755572671,168308,11.759001531462044,86850135200.0,10.07,57000.0,62400.0,61400.0,6.04,97.93,10.11,1419.0,601.0,,818.0,,,-168871,169727.0,10421237800.0
012450,한화에어로스페이스,50630000.0,692621.0,1.3680051352952793,72108,10.410888494573511,97177288200.0,31.95,135200.0,142300.0,141400.0,4.74,35.67,2.5,40007.0,-1792.0,6797.0,41161.0,-2709.0,1004.0,-103558,112115.0,15853061000.0
034220,LG디스플레이,357815700.0,1617410.0,0.45202320636014576,754917,46.67443629011815,21420625950.0,20.19,12830.0,13500.0,13180.0,3.37,0.0,0.48,-190173.0,-163892.0,-223.0,4153.0,2802.0,0.0,-556630,564744.0,7443325920.0
003670,포스코퓨처엠,77463220.0,515850.0,0.6659289402118838,31163,6.04109721818358,149269417500.0,7.03,288500.0,296500.0,284500.0,-1.39,186.31,8.91,-46861.0,-10856.0,-195.0,-4057.0,-3684.0,67.0,11027,-15698.0,-4466081000.0
067160,아프리카TV,11494767.0,694646.0,6.0431498959483045,75949,10.933482665991024,73081257300.0,23.47,105000.0,110900.0,104800.0,-0.19,19.25,4.74,-72306.0,-829.0,-11104.0,-41160.0,-337.0,-767.0,-5601,3643.0,381786400.0
196170,알테오젠,53011828.0,1212288.0,2.2868254986415484,88686,7.315588375039594,106285251800.0,10.86,88400.0,92000.0,83000.0,-5.47,0.0,28.73,-28535.0,-27074.0,14207.0,-6418.0,-16707.0,,-52750,60151.0,4992533000.0
128940,한미약품,12562158.0,52230.0,0.4157725129710994,21683,41.5144552938924,17110890500.0,16.16,330500.0,334500.0,324500.0,-1.82,49.75,4.72,-4226.0,3339.0,-692.0,-1344.0,-236.0,0.0,-17497,17457.0,5664796500.0
267260,HD현대일렉트릭,36047135.0,316264.0,0.8773623756783999,71404,22.577340449750842,30819572300.0,21.73,95000.0,98700.0,97400.0,4.73,21.58,4.26,-22788.0,-1248.0,5535.0,-8143.0,-7250.0,4607.0,-47986,48616.0,4735198400.0
028670,팬오션,534569512.0,8619506.0,1.6124200513702323,1666290,19.33161830852023,31684859745.0,13.11,3600.0,3785.0,3685.0,1.8,2.91,0.44,-408513.0,-12125.0,-75.0,-37080.0,-653.0,,-1253067,1257777.0,4634908245.0
009830,한화솔루션,171892536.0,1408701.0,0.8195242404242613,175089,12.429110222822302,47162142200.0,23.25,34100.0,34600.0,33200.0,-2.78,17.73,0.7,-328830.0,-8007.0,-52080.0,-12048.0,-213850.0,831.0,148087,-153741.0,-5104201200.0
