종목코드,종목명,상장주식수,거래량,거래량(%),외국인순매수,외국인매수(%),거래대금,지분율,시가,고가,종가,등락률,PER,PBR,기관전체순매수,금융투자순매수,보험순매수,투신순매수,사모순매수,은행순매수,개인순매수,외국인기관순매수,외국인기관순매수금액
005930,삼성전자,5969782550.0,23363427.0,0.3913614407948578,6476571,27.72098031680027,1729032665716.0,54.2,73500.0,74700.0,74700.0,4.18,9.27,1.29,-509888.0,-470133.0,1747.0,-35855.0,99193.0,12093.0,-5763864,5966683.0,445711220100.0
000660,SK하이닉스,728002365.0,4946040.0,0.6793988917879408,1201709,24.296386604232882,692333153000.0,53.06,138700.0,141300.0,141300.0,3.74,43.58,1.54,-211876.0,-322351.0,3535.0,56145.0,-37590.0,-19747.0,-993642,989833.0,139863402900.0
403870,HPSP,82844274.0,4810811.0,5.807053122343736,860846,17.893989183944246,224150916000.0,21.1,46050.0,47950.0,47800.0,8.51,52.88,19.86,111183.0,10474.0,3408.0,88688.0,7710.0,,-973329,972029.0,46462986200.0
080220,제주반도체,34442833.0,38373069.0,111.4108964265512,923930,2.407756335569615,951979619550.0,0.92,23150.0,26950.0,26250.0,23.53,37.18,6.2,9831.0,11150.0,,3793.0,-5509.0,,-1148085,933761.0,24511226250.0
005490,POSCO홀딩스,84571230.0,713744.0,0.8439560356400162,46052,6.4521733282521465,296544563500.0,27.22,424000.0,429000.0,414500.0,-1.78,10.0,0.6,-44162.0,501.0,-3548.0,-4845.0,-103.0,65.0,3618,1890.0,783405000.0
207940,삼성바이오로직스,71174000.0,92506.0,0.12997161884957992,22585,24.4146325643742,70502507500.0,10.75,751000.0,771000.0,770000.0,2.67,67.3,6.1,-2137.0,-3412.0,-1191.0,-163.0,263.0,0.0,-20259,20448.0,15744960000.0
432470,케이엔에스,4299778.0,602163.0,14.00451372140608,405837,67.39653548956014,26474533959.0,0.36,47100.0,54000.0,51400.0,10.06,32.45,7.37,-274.0,207.0,,,-481.0,,8057,405563.0,20845938200.0
277810,레인보우로보틱스,19399858.0,434078.0,2.2375318417279138,82624,19.034367095314668,75401177500.0,3.94,169300.0,177000.0,173600.0,3.95,487.64,47.39,13881.0,7204.0,1026.0,-1412.0,177.0,,-104241,96505.0,16753268000.0
010140,삼성중공업,880000000.0,5707748.0,0.6486077272727273,1895423,33.207895653417076,42368359430.0,20.16,7230.0,7530.0,7520.0,5.62,0.0,1.79,987394.0,120450.0,50446.0,195595.0,37066.0,4812.0,-2915163,2882817.0,21678783840.0
009150,삼성전기,74693696.0,488997.0,0.6546697059950013,86861,17.76309466111244,71117531300.0,30.6,141100.0,148300.0,147500.0,6.19,11.37,1.42,113273.0,24431.0,8870.0,8682.0,2819.0,81.0,-203615,200134.0,29519765000.0
