종목코드,종목명,상장주식수,거래량,거래량(%),외국인순매수,외국인매수(%),거래대금,지분율,시가,고가,종가,등락률,PER,PBR,기관전체순매수,금융투자순매수,보험순매수,투신순매수,사모순매수,은행순매수,개인순매수,외국인기관순매수,외국인기관순매수금액
005930,삼성전자,5969782550.0,14786224.0,0.24768446549196335,1254871,8.486757673899707,1109206848800.0,54.3,75700.0,75800.0,75200.0,0.13,9.33,1.3,-133492.0,-21096.0,-37315.0,12709.0,-193116.0,-9897.0,-1096258,1121379.0,84327700800.0
086520,에코프로,26627668.0,444537.0,1.669455244822791,69801,15.701955067857117,227145834000.0,13.1,504000.0,525000.0,508000.0,-1.36,355.0,10.0,3184.0,3706.0,-1.0,-1658.0,-56.0,,-69248,72985.0,37076380000.0
207940,삼성바이오로직스,71174000.0,77547.0,0.10895411245679602,37175,47.93866945207423,61680453000.0,10.9,793000.0,799000.0,799000.0,0.76,69.83,6.33,-1560.0,-4017.0,-606.0,1412.0,235.0,-2.0,-34501,35615.0,28456385000.0
403870,HPSP,82844274.0,8103897.0,9.782084637497094,544341,6.717027622636369,414326916600.0,22.17,47850.0,52900.0,51000.0,6.47,56.42,21.19,-145972.0,-18868.0,621.0,-128344.0,2795.0,,-385626,398369.0,20316819000.0
450080,에코프로머티,68985218.0,2370339.0,3.4360100159428355,134020,5.654043577732974,429040986500.0,1.1,185000.0,192700.0,170000.0,-11.46,578.23,31.32,-14743.0,-12730.0,-12248.0,-3704.0,-8123.0,,-122902,119277.0,20277090000.0
005490,POSCO홀딩스,84571230.0,713222.0,0.8433388044610443,53107,7.446068685486426,287527565500.0,27.45,398000.0,409500.0,403000.0,1.13,9.72,0.58,38120.0,33567.0,-797.0,7460.0,80.0,97.0,-115489,91227.0,36764481000.0
086790,하나금융지주,292356598.0,1231382.0,0.4211917940022,431835,35.06913370505659,52420311395.0,68.6,41650.0,42950.0,42900.0,4.0,3.63,0.34,219567.0,9538.0,48903.0,54901.0,55655.0,0.0,-629504,651402.0,27945145800.0
055550,신한지주,512759471.0,1624286.0,0.31677347603785166,413298,25.444903175918526,62813532800.0,60.94,38000.0,39000.0,39000.0,4.98,4.61,0.41,463191.0,206639.0,54810.0,116949.0,28265.0,0.0,-853126,876489.0,34183071000.0
297890,HB솔루션,69242637.0,29490575.0,42.5901962688105,2072323,7.027068817749399,219352527590.0,1.47,6360.0,8000.0,7080.0,14.56,10.84,3.23,-44964.0,-2485.0,,-6000.0,-6000.0,,-2042940,2027359.0,14353701720.0
005380,현대차,211531506.0,376671.0,0.1780685095675535,71723,19.04128536574358,69196515000.0,33.7,181200.0,184800.0,184800.0,2.61,6.48,0.45,25465.0,-1860.0,4831.0,3356.0,-2306.0,0.0,-90740,97188.0,17960342400.0
011200,HMM,689039496.0,4524241.0,0.6566011130369224,662930,14.652844532375706,89961046000.0,9.87,19020.0,20450.0,19800.0,5.6,0.96,0.47,140991.0,80505.0,-14159.0,20850.0,-1330.0,0.0,-656061,803921.0,15917635800.0
247540,에코프로비엠,97801344.0,1233895.0,1.2616339914510786,51681,4.188443911353883,304079826000.0,8.09,245500.0,257500.0,239500.0,-3.43,83.13,17.15,-42713.0,-23079.0,-1368.0,368.0,-16182.0,,-10269,8968.0,2147836000.0
034220,LG디스플레이,357815700.0,3006599.0,0.8402646949253485,677688,22.540019470504713,41638641360.0,20.52,13330.0,14240.0,13910.0,4.27,0.0,0.5,430399.0,14448.0,51683.0,2951.0,1302.0,-13.0,-1069969,1108087.0,15413490170.0
