종목코드,종목명,상장주식수,거래량,거래량(%),외국인순매수,외국인매수(%),거래대금,지분율,시가,고가,종가,등락률,PER,PBR,기관전체순매수,금융투자순매수,보험순매수,투신순매수,사모순매수,은행순매수,개인순매수,외국인기관순매수,외국인기관순매수금액
005930,삼성전자,5969782550.0,11088724.0,0.18574753614769435,606779,5.4720362775735065,852681337648.0,54.06,77000.0,77500.0,76500.0,-0.13,9.49,1.32,-1383150.0,-1159496.0,13399.0,-151769.0,-270.0,6.0,708813,-776371.0,-59392381500.0
034220,LG디스플레이,357815700.0,6359468.0,1.7773026728564452,2020601,31.77311372586512,89462766900.0,19.06,13360.0,14380.0,14170.0,6.62,0.0,0.51,944525.0,-62560.0,67930.0,385865.0,235715.0,-12.0,-2865500,2965126.0,42015835420.0
035420,NAVER,162408594.0,1054917.0,0.64954506040487,123593,11.715898027996516,240424339000.0,48.4,222000.0,231500.0,226500.0,2.72,45.24,1.49,102716.0,-1580.0,8758.0,30404.0,51580.0,165.0,-220704,226309.0,51258988500.0
450080,에코프로머티,68985218.0,2475378.0,3.588273070326457,122263,4.939164846742599,512294539400.0,1.16,196000.0,218000.0,216000.0,7.46,734.69,39.79,50176.0,-2690.0,-617.0,5271.0,-3722.0,,-179949,172439.0,37246824000.0
068270,셀트리온,146402770.0,901789.0,0.6159644383777712,106414,11.800321361205338,187245498000.0,20.9,213000.0,216000.0,206000.0,-3.96,54.92,7.12,-69480.0,-60413.0,-7028.0,-12651.0,-6761.0,,-34149,36934.0,7608404000.0
005935,삼성전자우,822886700.0,1186432.0,0.1441792655052026,352094,29.676711349660156,73614278180.0,73.0,61900.0,62400.0,61800.0,0.16,0.0,0.0,-109673.0,-8812.0,-19263.0,-20238.0,-27638.0,0.0,-244923,242421.0,14981617800.0
067160,아프리카TV,11494767.0,4212391.0,36.64616255379513,151972,3.607737268453949,420647481400.0,21.4,90800.0,109200.0,98800.0,15.96,18.15,4.47,-53601.0,17660.0,-7560.0,70156.0,-66304.0,-700.0,-88975,98371.0,9719054800.0
105560,KB금융,403511072.0,539904.0,0.1338015329601662,190779,35.33572635135135,28147506800.0,72.0,51700.0,52500.0,52200.0,1.75,4.76,0.42,-54508.0,-134501.0,9329.0,43046.0,-1313.0,0.0,-134472,136271.0,7113346200.0
033780,KT&G,133822497.0,216340.0,0.16166190651785553,109665,50.691041878524544,19528562800.0,42.7,89000.0,90600.0,90300.0,1.69,10.64,1.13,-307.0,-19109.0,10630.0,1723.0,918.0,0.0,-103430,109358.0,9875027400.0
011200,HMM,689039496.0,2537661.0,0.3682896284946778,451679,17.799028317809196,52309219950.0,9.7,20650.0,20950.0,20700.0,0.73,1.01,0.49,114944.0,-48728.0,21915.0,4197.0,31677.0,,-558328,566623.0,11729096100.0
