종목코드,종목명,상장주식수,거래량,거래량(%),외국인순매수,외국인매수(%),거래대금,지분율,시가,고가,종가,등락률,PER,PBR,기관전체순매수,금융투자순매수,보험순매수,투신순매수,사모순매수,은행순매수,개인순매수,외국인기관순매수,외국인기관순매수금액
005930,삼성전자,5969782550.0,13212339.0,0.2213202723774252,810802,6.136702971366388,973180055524.0,54.22,73200.0,74000.0,73900.0,1.09,9.17,1.28,270342.0,521585.0,-8933.0,-20584.0,-37710.0,1285.0,-1114739,1081144.0,79896541600.0
068270,셀트리온,217980707.0,1423409.0,0.6529976985532028,199710,14.030401662487732,271774466200.0,22.22,196500.0,199000.0,188100.0,-4.47,50.15,6.5,12950.0,46442.0,-142.0,-9702.0,-10895.0,80.0,-214202,212660.0,40001346000.0
080220,제주반도체,34442833.0,22329970.0,64.83197825219546,1331715,5.963801115720263,445341043870.0,0.0,17840.0,21250.0,21150.0,17.17,29.96,5.0,91054.0,9472.0,,28824.0,52758.0,,-1410419,1422769.0,30091564350.0
003670,포스코퓨처엠,77463220.0,365664.0,0.47204854123027673,46453,12.703738951605844,112139983500.0,6.83,310000.0,313000.0,306000.0,-2.55,200.39,9.59,-29634.0,-1301.0,-3344.0,-5800.0,-354.0,32.0,-19149,16819.0,5146614000.0
348370,엔켐,16502364.0,1898080.0,11.501867247625855,137721,7.255805866981372,195588225200.0,6.33,92300.0,110200.0,107000.0,14.93,75.41,5.98,-67802.0,-10587.0,-1565.0,-7560.0,-11317.0,,-61578,69919.0,7481333000.0
000270,기아,402044203.0,956800.0,0.23798378209671636,125211,13.086433946488294,86319464200.0,39.34,88700.0,91300.0,90900.0,2.94,6.74,0.93,75917.0,17566.0,2209.0,29609.0,83745.0,,-216264,201128.0,18282535200.0
352820,하이브,41652097.0,307330.0,0.7378500054871187,40346,13.127908111801649,73004685500.0,20.89,247000.0,249500.0,233500.0,-5.47,184.58,3.49,-49654.0,3461.0,-2436.0,-15772.0,-18438.0,,17665,-9308.0,-2173418000.0
131970,두산테스나,17006566.0,751024.0,4.416082588336764,147444,19.63239523637061,38267573850.0,7.55,53100.0,53500.0,50600.0,-5.77,16.43,2.4,-301763.0,-10329.0,-36572.0,-117294.0,-22175.0,-40.0,153055,-154319.0,-7808541400.0
028300,HLB,129612835.0,2066535.0,1.594390709839809,168453,8.151470940487338,92004060700.0,17.27,46100.0,46150.0,44100.0,-4.34,0.0,8.78,-99535.0,-19825.0,-11437.0,-33150.0,297.0,,-80325,68918.0,3039283800.0
323410,카카오뱅크,476872137.0,5505469.0,1.154495843400471,227408,4.130583606955193,169663066550.0,16.22,29400.0,31500.0,31450.0,6.97,56.87,2.62,585221.0,85979.0,103909.0,96465.0,124930.0,-832.0,-784932,812629.0,25557182050.0
005490,POSCO홀딩스,84571230.0,415046.0,0.490765003654316,15832,3.8145169451096987,183519450500.0,27.19,442500.0,446500.0,442000.0,-1.45,10.66,0.64,-9354.0,10428.0,-2112.0,-3515.0,-124.0,-5.0,-10803,6478.0,2863276000.0
065350,신성델타테크,27483948.0,1783043.0,6.487579586455337,106775,5.988358104655918,107317201000.0,10.0,58500.0,62400.0,59900.0,0.84,95.53,9.86,3423.0,286.0,,1247.0,,,-117964,110198.0,6600860200.0
012330,현대모비스,93655094.0,84744.0,0.09048520094379489,29516,34.82960445577268,18284774000.0,39.06,215000.0,217500.0,216500.0,0.93,7.97,0.53,-19482.0,1666.0,-675.0,-7117.0,305.0,0.0,-9907,10034.0,2172361000.0
086790,하나금융지주,292356598.0,819892.0,0.2804424478902987,140685,17.158967278617183,34774094950.0,68.8,41550.0,42750.0,42500.0,2.53,3.6,0.34,190215.0,44827.0,58974.0,26554.0,11875.0,0.0,-326648,330900.0,14063250000.0
028260,삼성물산,185591670.0,221582.0,0.11939221194571933,38114,17.200855665171357,26695991100.0,20.84,121500.0,122100.0,120500.0,-1.47,9.67,0.73,-29986.0,43523.0,-5803.0,-6010.0,-7722.0,4.0,-9104,8128.0,979424000.0
253590,네오셈,43446155.0,13430078.0,30.912005907081998,374874,2.7913017333183023,159009595950.0,0.0,10530.0,12480.0,12110.0,17.57,44.36,7.07,-69540.0,-68179.0,,-309.0,-1052.0,,-138867,305334.0,3697594740.0
377300,카카오페이,134265066.0,1037948.0,0.7730588684922703,73472,7.078581971351166,59822164000.0,40.25,55400.0,59000.0,58800.0,4.81,144.47,4.33,152801.0,24667.0,6712.0,15519.0,20282.0,,-227369,226273.0,13304852400.0
141080,레고켐바이오,28120310.0,837132.0,2.9769657589123306,76965,9.193890569229225,46230192200.0,12.33,55800.0,56100.0,54800.0,-2.49,0.0,6.36,-38479.0,-8430.0,-5771.0,-16425.0,8473.0,,-47568,38486.0,2109032800.0
439580,블루엠텍,10650189.0,1858710.0,17.45236633828752,177086,9.527360373592437,39198151242.0,0.1,22850.0,22900.0,20350.0,-13.03,0.0,133.88,-14532.0,9375.0,,227600.0,-103359.0,,531895,162554.0,3307973900.0
241560,두산밥캣,100249166.0,150603.0,0.15022868120419078,78333,52.012908109400215,6913950600.0,40.0,46250.0,46700.0,45950.0,-0.11,7.16,0.92,-75569.0,-5339.0,-5080.0,-25621.0,691.0,,-2608,2764.0,127005800.0
