종목코드,종목명,상장주식수,거래량,거래량(%),외국인순매수,외국인매수(%),거래대금,지분율,시가,고가,종가,등락률,PER,PBR,기관전체순매수,금융투자순매수,보험순매수,투신순매수,사모순매수,은행순매수,개인순매수,외국인기관순매수,외국인기관순매수금액
003280,흥아해운,240424899.0,63531144.0,26.424527685878324,4328409,6.813050619708657,251569177980.0,1.0,3890.0,4085.0,4085.0,29.89,43.46,7.51,51186.0,62050.0,,-15683.0,-5249.0,,-4416617,4379595.0,17890645575.0
005490,POSCO홀딩스,84571230.0,472056.0,0.5581756349056293,34959,7.4056891555239215,210943022000.0,27.14,448500.0,453500.0,448500.0,-0.66,10.82,0.65,-16698.0,-7188.0,-3152.0,-980.0,-965.0,103.0,-14802,18261.0,8190058500.0
005290,동진쎄미켐,51414494.0,2452969.0,4.770967890883065,299992,12.229750967093347,106135159400.0,7.58,42650.0,44650.0,41800.0,-0.59,13.48,3.08,-7781.0,54476.0,-112.0,15950.0,-29258.0,,-338916,292211.0,12214419800.0
035420,NAVER,162408594.0,516678.0,0.31813464255469137,47245,9.143992970476775,118930059500.0,48.7,232000.0,232500.0,230500.0,-0.43,46.04,1.52,-8137.0,-9404.0,-86.0,844.0,-3574.0,7679.0,-49883,39108.0,9014394000.0
005935,삼성전자우,822886700.0,676358.0,0.08219333232630932,179887,26.59641787337475,40500115408.0,73.06,59700.0,60300.0,59800.0,0.5,0.0,0.0,-112625.0,-4986.0,-5389.0,-4685.0,-2966.0,13200.0,-62989,67262.0,4022267600.0
180640,한진칼,66762279.0,346984.0,0.519730610154875,124177,35.78752910797039,27121509900.0,19.03,83000.0,83400.0,78000.0,-6.02,7.69,2.11,2640.0,1069.0,3980.0,-1254.0,3301.0,,-7323,126817.0,9891726000.0
373220,LG에너지솔루션,234000000.0,151154.0,0.0645957264957265,21798,14.421054024372495,62137642680.0,4.8,415000.0,415500.0,413000.0,-0.6,124.92,5.16,-27681.0,-1319.0,-1011.0,-12870.0,-6333.0,-50.0,5998,-5883.0,-2429679000.0
011200,HMM,689039496.0,8556986.0,1.2418716270511145,396104,4.629013066049191,175826126860.0,9.76,20400.0,21200.0,20650.0,5.41,1.0,0.49,680456.0,31566.0,32688.0,137408.0,13419.0,13405.0,-1056942,1076560.0,22230964000.0
028300,HLB,129612835.0,1281074.0,0.9883851394809782,146263,11.417217116263386,58998451050.0,17.06,46150.0,47100.0,46100.0,-2.54,0.0,9.18,-141703.0,-132938.0,40.0,-5536.0,-872.0,,-2368,4560.0,210216000.0
348340,뉴로메카,10446270.0,10301150.0,98.61079600661289,152714,1.4824946729248676,465325816700.0,0.39,39050.0,48400.0,46800.0,20.93,0.0,12.17,76604.0,11907.0,1497.0,25566.0,38624.0,-1440.0,-134419,229318.0,10732082400.0
141080,레고켐바이오,28120310.0,757120.0,2.6924312000827872,111632,14.744294167371091,42539453800.0,11.96,57500.0,58000.0,56200.0,-3.6,0.0,6.53,-82045.0,-28599.0,-846.0,-9137.0,-44426.0,,-26851,29587.0,1662789400.0
417200,LS머트리얼즈,67652659.0,13746688.0,20.31950880156832,155678,1.1324764190472645,593238464600.0,0.25,38000.0,45450.0,44650.0,11.9,272.26,23.79,-971475.0,-53777.0,0.0,-127094.0,-696665.0,,779360,-815797.0,-36425336050.0
000810,삼성화재,47374837.0,63706.0,0.13447223047965315,21949,34.45358364989169,16084266500.0,53.8,249000.0,255000.0,254500.0,2.83,8.45,0.92,-2615.0,-4154.0,742.0,2426.0,257.0,0.0,-18639,19334.0,4920503000.0
253590,네오셈,43446155.0,6377151.0,14.678286260314636,541718,8.49467105295139,65779488520.0,0.0,9810.0,10970.0,10300.0,4.99,37.73,6.01,-84979.0,-65546.0,,-18966.0,-467.0,,-442954,456739.0,4704411700.0
323410,카카오뱅크,476872137.0,2887044.0,0.6054125993106617,176742,6.121901848395798,83859375500.0,16.06,29700.0,30050.0,29400.0,-1.01,53.16,2.45,59955.0,-69596.0,28524.0,-13385.0,-23312.0,0.0,-240416,236697.0,6958891800.0
017670,SK텔레콤,218833144.0,293061.0,0.13391984168540758,93461,31.89131273011421,14429081352.0,41.2,49200.0,49400.0,49400.0,0.51,12.0,0.95,-47784.0,-12903.0,-2433.0,-669.0,6239.0,0.0,-45530,45677.0,2256443800.0
267260,HD현대일렉트릭,36047135.0,226453.0,0.6282135875708292,45917,20.27661369025802,20880816600.0,21.55,89500.0,93800.0,92900.0,3.68,20.58,4.06,-13594.0,-2658.0,4392.0,-9855.0,-2557.0,572.0,-32542,32323.0,3002806700.0
000250,삼천당제약,23457472.0,276520.0,1.1788141535456165,53596,19.38232315926515,21352034500.0,6.1,78800.0,79300.0,77800.0,-1.39,293.58,9.88,-3097.0,-2833.0,20.0,184.0,-417.0,,-51386,50499.0,3928822200.0
012330,현대모비스,93655094.0,123785.0,0.13217113422575819,17623,14.236781516338814,26506289000.0,39.06,216000.0,216000.0,214500.0,-0.69,7.9,0.52,-42072.0,-10175.0,1726.0,-2448.0,1048.0,0.0,23052,-24449.0,-5244310500.0
028670,팬오션,534569512.0,7666992.0,1.4342366760340046,996544,12.997848439127106,27594523005.0,12.72,3580.0,3655.0,3595.0,1.41,2.84,0.43,-825910.0,-67676.0,-118825.0,-240864.0,-20763.0,,-157205,170634.0,613429230.0
080220,제주반도체,34442833.0,7206350.0,20.92264013241884,200423,2.7811999139647674,129622130260.0,0.0,17300.0,18430.0,18050.0,0.95,25.57,4.26,-122908.0,-6679.0,,-1181.0,-115048.0,,-61099,77515.0,1399145750.0
267270,HD현대건설기계,19700793.0,430120.0,2.1832623691848343,59501,13.833581326141541,21206619150.0,21.55,47950.0,50400.0,49800.0,4.62,8.15,0.62,27134.0,95.0,-2398.0,-4612.0,331.0,,-86096,86635.0,4314423000.0
009540,HD한국조선해양,70773116.0,79617.0,0.11249610657244483,26709,33.546855571046386,8673929000.0,26.25,108300.0,110200.0,109100.0,0.46,0.0,0.79,-13294.0,-3059.0,-180.0,-1784.0,-358.0,,-13864,13415.0,1463576500.0
377300,카카오페이,134265066.0,1355648.0,1.0096803587017937,47268,3.4867458219242753,74868211000.0,40.22,56900.0,57300.0,56100.0,-3.28,137.84,4.13,63638.0,1865.0,5104.0,16331.0,-42630.0,-109.0,-112158,110906.0,6221826600.0
000210,DL,20955884.0,300173.0,1.432404378646112,48296,16.089388452658966,16194195900.0,10.28,51100.0,55600.0,54300.0,6.47,20.27,0.28,22984.0,-751.0,1971.0,11637.0,7694.0,,-55535,71280.0,3870504000.0
232140,와이아이케이,82045350.0,4266631.0,5.200332499038642,405904,9.513454526533932,26916709600.0,0.9,6410.0,6490.0,6340.0,-3.21,19.63,1.73,1403.0,-208.0,,,1611.0,,-398955,407307.0,2582326380.0
011790,SKC,37868298.0,151395.0,0.3997935159377905,29917,19.760890386076156,12524092100.0,12.32,84800.0,84900.0,82600.0,-2.25,0.0,1.63,-30488.0,-2607.0,-29.0,-1742.0,-215.0,315.0,1460,-571.0,-47164600.0
047050,포스코인터내셔널,175922788.0,606881.0,0.3449700899465054,45036,7.420894705881384,32812628800.0,6.31,54200.0,55000.0,54300.0,0.56,11.36,1.68,5165.0,-4713.0,135.0,1205.0,-495.0,240.0,-51341,50201.0,2725914300.0
241560,두산밥캣,100249166.0,207695.0,0.207178780918736,50942,24.527311682996704,9589534350.0,39.9,46000.0,46850.0,46000.0,0.0,7.16,0.92,-45592.0,-4707.0,828.0,-7391.0,-2335.0,,-5312,5350.0,246100000.0
161390,한국타이어앤테크놀로지,123875069.0,136554.0,0.1102352564582628,49520,36.2640420639454,6004513850.0,40.44,44200.0,44500.0,44050.0,-0.23,7.79,0.61,-40780.0,-17544.0,-397.0,-1309.0,-14288.0,39.0,-8751,8740.0,384997000.0
005387,현대차2우B,36120597.0,43464.0,0.1203302370666797,19599,45.09249033683048,4806416000.0,61.16,110900.0,111000.0,110900.0,0.0,0.0,0.0,-6868.0,-444.0,-248.0,-1461.0,550.0,,-12795,12731.0,1411867900.0
